ID,Difference in M values (SZ - control),P.Value,adj.P.Val,CHR,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,Enhancer,Regulatory_Feature_Group
cg27391816,0.620756813,0.000426492,0.044706925,1,NA,SLC35E2,5'UTR,chr1:1670756-1671101,S_Shore,NA,
cg24458314,0.401847143,0.000426631,0.044706925,7,NA,HDAC9;HDAC9;HDAC9;HDAC9;HDAC9,Body;Body;Body;Body;Body,,,TRUE,
cg21008602,-0.460334295,0.000426707,0.044706925,8,NA,BHLHE22;BHLHE22,1stExon;5'UTR,chr8:65492935-65494452,Island,NA,Unclassified_Cell_type_specific
cg08699794,0.409611296,0.000426795,0.044706925,16,NA,TELO2,Body,chr16:1559965-1560194,N_Shelf,NA,
cg14631462,-0.617853791,0.000427156,0.044708637,10,NA,ZEB1;ZEB1;ZEB1;ZEB1;LOC220930,Body;TSS200;Body;Body;Body,chr10:31607227-31610094,Island,NA,
cg09770068,0.184400546,0.000427196,0.044708637,12,NA,,,chr12:52294173-52294632,Island,NA,
cg05160558,-0.646898391,0.000427251,0.044708637,4,NA,,,,,TRUE,
cg15176895,0.230764823,0.000427339,0.044708637,2,NA,FAHD2B,TSS1500,chr2:97760184-97760756,S_Shore,NA,
cg02888809,-0.451754848,0.000427392,0.044708637,16,NA,CRAMP1L,Body,,,NA,
cg09605254,-0.398172907,0.00042768,0.044718176,8,NA,FAM91A1,TSS200,chr8:124780286-124781265,Island,NA,Promoter_Associated
cg16757605,0.508188669,0.000427797,0.044718176,16,NA,MTSS1L,Body,chr16:70697574-70698363,Island,NA,
cg21252483,0.259424012,0.000427831,0.044718176,19,TRUE,TULP2,Body,chr19:49403222-49403618,N_Shelf,NA,
cg17083323,-0.377698891,0.000427966,0.044720169,6,NA,TFAP2B,Body,,,NA,
cg11857246,-0.318476765,0.000428385,0.044751797,1,NA,MAD2L2;MAD2L2,5'UTR;TSS200,chr1:11740828-11741717,Island,NA,Promoter_Associated
cg03926751,0.538327083,0.000428715,0.044774061,4,NA,KLHL8,5'UTR,chr4:88140842-88141945,N_Shore,NA,
cg25780806,0.206151156,0.000429239,0.04480916,13,NA,MRPS31,Body,,,NA,
cg05825121,-0.687360622,0.000429283,0.04480916,4,NA,,,,,TRUE,
cg16779251,-0.318912018,0.000429471,0.044812344,17,NA,SP6,5'UTR,chr17:45928211-45928710,N_Shore,NA,Unclassified
cg19905802,-0.297708669,0.000429547,0.044812344,11,NA,TMEM179B;TAF6L,TSS1500;Body,chr11:62554066-62555262,Island,NA,Promoter_Associated
ch.10.345533F,-0.575347686,0.000429814,0.044828101,10,NA,NUDT5,5'UTR,,,NA,
cg10909732,0.545277917,0.000430015,0.044836929,5,NA,CDC25C;CDC25C,TSS1500;TSS1500,chr5:137667502-137668037,Island,NA,Promoter_Associated
cg12597558,0.421556202,0.000430425,0.044837503,1,NA,,,,,NA,Unclassified_Cell_type_specific
cg05010623,-0.592538913,0.00043067,0.044837503,2,TRUE,ACVR1C;ACVR1C;ACVR1C,TSS1500;TSS1500;TSS1500,chr2:158484858-158485695,S_Shore,NA,Unclassified_Cell_type_specific
cg04988918,0.264589766,0.000430938,0.044837503,4,NA,,,chr4:178363239-178363708,S_Shelf,NA,
cg19454959,-0.177834825,0.000430964,0.044837503,3,NA,ULK4,TSS200,chr3:42002932-42003728,S_Shore,NA,Promoter_Associated
cg16879052,0.260737034,0.000431005,0.044837503,1,NA,KCNJ9,Body,chr1:160053721-160054738,Island,TRUE,Unclassified_Cell_type_specific
cg06904548,0.27422887,0.000431051,0.044837503,6,NA,,,,,NA,
cg13511231,-0.520288351,0.000431109,0.044837503,11,NA,,,chr11:1056331-1056741,S_Shelf,NA,
cg12193731,-0.641718361,0.000431201,0.044837503,12,NA,ACVRL1,TSS1500,chr12:52300801-52301583,Island,NA,Unclassified_Cell_type_specific
cg04214946,0.416742962,0.000431222,0.044837503,6,NA,CDKN1A;CDKN1A,Body;Body,chr6:36651874-36652135,Island,NA,
cg12365107,0.82991924,0.000431327,0.044837503,3,NA,GNL3;GNL3;GNL3;PBRM1;GNL3;GNL3;GNL3,1stExon;5'UTR;5'UTR;TSS200;1stExon;5'UTR;1stExon,chr3:52719934-52720335,Island,NA,Promoter_Associated
cg26112390,0.271768675,0.000431542,0.044837503,12,NA,GOLGA2L1,3'UTR,,,TRUE,
cg23055236,0.512831485,0.000431689,0.044837503,2,NA,SERPINE2;SERPINE2;SERPINE2;SERPINE2,5'UTR;Body;5'UTR;5'UTR,,,TRUE,
cg22627981,-0.370610476,0.000431722,0.044837503,1,NA,LMX1A,Body,chr1:165204501-165205507,N_Shore,NA,
cg01635878,-0.403408568,0.000431787,0.044837503,4,NA,NMU,TSS1500,chr4:56501912-56502523,S_Shore,TRUE,
cg12929805,0.310831167,0.000431833,0.044837503,1,NA,,,chr1:2398825-2399055,Island,NA,
cg04046704,0.310188563,0.000431888,0.044837503,8,NA,FZD3,5'UTR,chr8:28351456-28352560,S_Shore,NA,
cg11659961,-0.632368931,0.000432,0.044837503,1,NA,VANGL2,TSS1500,chr1:160370112-160370658,N_Shore,NA,Unclassified
cg25314460,0.24351421,0.000432203,0.044840993,6,NA,,,,,NA,
cg23502492,0.363383906,0.000432266,0.044840993,17,NA,RUNDC3A;RUNDC3A;RUNDC3A,Body;Body;Body,chr17:42392323-42393079,S_Shore,NA,
cg13439084,0.270293771,0.000432445,0.044847488,2,NA,,,chr2:92031757-92032003,N_Shore,NA,
cg21618455,0.434236657,0.000432728,0.044857602,3,NA,KALRN;KALRN,Body;Body,,,TRUE,
cg09744966,0.347201297,0.000432776,0.044857602,15,NA,KLF13,3'UTR,chr15:31664258-31664540,S_Shelf,TRUE,
cg17548406,-0.372167232,0.000433031,0.044872005,8,NA,VPS37A;CNOT7;VPS37A;CNOT7;VPS37A;VPS37A,1stExon;TSS200;1stExon;TSS200;5'UTR;5'UTR,chr8:17103890-17104863,Island,NA,Promoter_Associated
cg19645320,0.292456532,0.000433322,0.044879178,19,NA,CAPN12,Body,,,NA,
cg06821919,-0.228422228,0.000433333,0.044879178,20,NA,SNRPB2;SNRPB2;SNRPB2;SNRPB2,5'UTR;1stExon;5'UTR;1stExon,chr20:16710507-16711115,Island,NA,Promoter_Associated
cg08850169,-0.374881143,0.000433919,0.044927771,1,NA,NDUFS2;NDUFS2,5'UTR;TSS1500,chr1:161171809-161172256,N_Shore,NA,Promoter_Associated
cg04200704,0.467216634,0.000434141,0.044932101,15,NA,SNORD115-39,TSS200,,,NA,
cg26226139,0.262063868,0.000434194,0.044932101,7,NA,PNPLA8,5'UTR,chr7:108166211-108167077,N_Shelf,TRUE,
cg00508855,0.474251983,0.000434341,0.044934982,5,NA,C5orf45;C5orf45,TSS1500;TSS1500,chr5:179285250-179286416,S_Shore,NA,
cg18834361,0.266173774,0.00043449,0.044934982,19,NA,LTBP4;LTBP4;LTBP4,Body;Body;Body,chr19:41133029-41133230,N_Shore,NA,
cg16819392,-0.673588068,0.000434704,0.044934982,10,NA,ARMC3,3'UTR,,,NA,
cg27615578,-0.340997033,0.000434764,0.044934982,19,NA,LRRC8E,TSS200,chr19:7953280-7953708,Island,TRUE,Unclassified_Cell_type_specific
cg03018380,-0.304485886,0.000434805,0.044934982,3,NA,SRGAP3;SRGAP3,Body;Body,chr3:9177691-9178189,Island,TRUE,Unclassified_Cell_type_specific
cg14868222,0.274188944,0.000435043,0.044947485,6,NA,LTB;LTB,3'UTR;3'UTR,chr6:31548436-31549277,N_Shore,NA,Promoter_Associated
cg07420720,-0.249185837,0.000435394,0.044971702,4,NA,,,,,NA,
cg00794400,0.340135155,0.000435635,0.044984485,1,NA,RCC2;RCC2,Body;Body,chr1:17746200-17746547,Island,NA,Gene_Associated
cg19748495,-0.343252474,0.000435822,0.044991733,1,NA,FAM63A;FAM63A;FAM63A;FAM63A;FAM63A;FAM63A,5'UTR;5'UTR;1stExon;5'UTR;TSS200;TSS200,chr1:150980735-150981092,N_Shore,NA,Promoter_Associated
cg27308754,0.328919842,0.000436083,0.044993959,6,NA,CLVS2,Body,chr6:123317164-123317753,S_Shore,NA,
cg16143007,-0.539455797,0.000436144,0.044993959,11,NA,PHRF1;PHRF1;LOC143666,1stExon;5'UTR;TSS1500,chr11:575464-577093,Island,NA,Promoter_Associated
cg09755666,-0.679779017,0.00043623,0.044993959,2,NA,IFIH1,TSS1500,,,NA,Promoter_Associated
cg20292547,-0.200429939,0.000436405,0.044993959,20,NA,BMP7;BMP7,1stExon;5'UTR,chr20:55840216-55841794,Island,NA,
cg05483505,-0.454895679,0.000436427,0.044993959,11,NA,,,,,TRUE,
cg13775299,0.531131945,0.00043689,0.045029564,9,NA,,,chr9:131936269-131941021,Island,NA,Promoter_Associated
cg14025518,0.423297499,0.000437462,0.045076065,9,NA,RALGPS1,Body,,,TRUE,
cg24383056,-0.2824769,0.000437575,0.045076065,17,NA,DLX3,Body,chr17:48070698-48072654,Island,NA,
cg20494635,-0.241742894,0.0004385,0.045152508,11,NA,LOC100133545,TSS1500,chr11:2013333-2013617,N_Shore,NA,Unclassified_Cell_type_specific
cg08670383,0.472211234,0.000438673,0.045152508,5,NA,CPLX2,5'UTR,,,TRUE,
cg10430189,0.189225701,0.000438822,0.045152508,11,NA,,,,,NA,
cg24073056,0.464984974,0.000438852,0.045152508,2,NA,,,chr2:8785459-8786072,N_Shelf,TRUE,
cg04346701,0.491498942,0.000439027,0.045152508,14,NA,RTN1;RTN1;RTN1,Body;Body;Body,chr14:60097208-60097553,N_Shore,NA,
cg03237218,-0.334931988,0.000439037,0.045152508,17,NA,SLFN12,TSS1500,,,NA,Unclassified
cg13805951,0.402493456,0.000439138,0.045152508,14,NA,,,chr14:105952603-105954296,N_Shelf,NA,
cg14202215,-0.642471709,0.000439876,0.045187474,10,NA,,,chr10:130008558-130009620,S_Shelf,NA,
cg11707067,0.417664405,0.000439964,0.045187474,19,NA,MZF1;MZF1;LOC100131691,3'UTR;3'UTR;Body,chr19:59073413-59074755,Island,NA,
cg00099766,0.724027439,0.000440191,0.045187474,6,NA,RRAGD,Body,chr6:90120874-90122370,N_Shore,NA,
cg01048195,0.307946824,0.000440268,0.045187474,11,NA,LRRC32;LRRC32,5'UTR;TSS200,chr11:76381449-76382295,N_Shore,NA,Unclassified
cg27596275,-0.595880771,0.000440349,0.045187474,11,NA,TMEM218,Body,,,NA,
cg24599107,0.404395544,0.000440447,0.045187474,1,NA,PVRL4,Body,chr1:161049346-161049737,Island,NA,
cg16780568,-0.276191104,0.000440892,0.045187474,10,NA,ATAD1;CFLP1,TSS200;TSS200,chr10:89577481-89578287,Island,NA,Promoter_Associated
cg19787694,-0.527813439,0.000440931,0.045187474,19,NA,PRTN3,Body,chr19:846011-846435,Island,NA,
cg21052677,-0.386787812,0.000440943,0.045187474,7,NA,,,chr7:32467434-32467948,S_Shelf,NA,
cg02712546,0.424454326,0.000440967,0.045187474,16,NA,WWP2;WWP2,Body;Body,,,NA,
cg13863617,0.389894323,0.000441014,0.045187474,12,NA,FOXJ2,5'UTR,chr12:8184964-8185616,S_Shore,NA,
cg10852320,-0.43870476,0.000441061,0.045187474,5,NA,,,chr5:36690207-36690658,S_Shelf,NA,Unclassified
cg10316834,-0.438415318,0.000441066,0.045187474,1,NA,,,chr1:150534075-150534301,Island,NA,Promoter_Associated
cg03406106,-0.501932498,0.000441283,0.045187474,16,NA,PKD1L2;PKD1L2,TSS200;TSS200,,,NA,
cg18188010,0.414180328,0.000441306,0.045187474,15,NA,SPTBN5,TSS1500,,,TRUE,Promoter_Associated
cg03603505,0.416108678,0.000441512,0.045187474,12,NA,CLIP1;CLIP1,Body;Body,,,NA,Unclassified
cg26461944,-0.409291424,0.000441862,0.045187474,11,NA,B4GALNT4,TSS1500,,,NA,
cg16864658,0.567710234,0.00044197,0.045187474,3,TRUE,CCK,5'UTR,chr3:42306149-42307520,Island,NA,
cg06251958,0.376760628,0.000442138,0.045187474,7,NA,PSMC2,Body,chr7:102984857-102985337,S_Shelf,NA,
cg09085932,0.394694752,0.000442235,0.045187474,10,NA,GRK5,Body,,,NA,Unclassified_Cell_type_specific
cg09438972,0.564620941,0.000442298,0.045187474,1,NA,MORN1,Body,chr1:2316353-2316749,Island,NA,
cg06680511,0.462974003,0.000442346,0.045187474,11,NA,,,chr11:15671689-15671914,S_Shore,TRUE,
cg11062056,-0.478977522,0.000442354,0.045187474,12,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg10869531,0.456594768,0.000442378,0.045187474,4,NA,SH3BP2,5'UTR,,,TRUE,
cg09307468,0.429829871,0.000442575,0.045187474,6,NA,PLAGL1;PLAGL1,TSS1500;TSS1500,chr6:144384894-144385888,S_Shore,NA,Promoter_Associated
cg00762468,-0.180807549,0.000442693,0.045187474,16,NA,POLR3K;SNRNP25,1stExon;TSS1500,chr16:103424-104190,Island,NA,Promoter_Associated
cg15890469,-0.574579693,0.000442857,0.045187474,14,NA,PGF,3'UTR,,,NA,Promoter_Associated
cg27143082,0.234552529,0.0004429,0.045187474,6,NA,C6orf27,5'UTR,,,TRUE,
cg04741211,0.482742669,0.000442933,0.045187474,2,NA,EML4;EML4,Body;Body,chr2:42396301-42396933,S_Shelf,NA,Promoter_Associated_Cell_type_specific
cg01133779,0.334277076,0.000442997,0.045187474,3,NA,RFTN1,Body,,,TRUE,Unclassified_Cell_type_specific
cg05835276,-0.435195898,0.000443278,0.045204171,12,NA,NXPH4,Body,chr12:57618769-57619402,Island,NA,Unclassified_Cell_type_specific
cg01662117,0.523939517,0.000443428,0.045207465,14,NA,FOXA1,TSS1500,chr14:38063663-38065665,Island,NA,
cg19987288,-0.606706651,0.000443578,0.045210839,12,NA,CD63;CD63,TSS200;TSS200,chr12:56122017-56123186,Island,NA,Promoter_Associated
cg24583855,0.736525131,0.000444652,0.045279869,15,NA,STARD9,Body,chr15:42873563-42873898,Island,NA,Promoter_Associated_Cell_type_specific
cg14797899,0.561243929,0.000444873,0.045279869,7,NA,AUTS2;AUTS2,Body;Body,,,TRUE,
cg04012797,0.39167965,0.000444945,0.045279869,12,NA,,,,,NA,
cg27320213,0.376012577,0.000445123,0.045279869,12,NA,STAT6;STAT6,1stExon;5'UTR,,,TRUE,Promoter_Associated
cg16190225,-0.316326107,0.000445184,0.045279869,7,NA,C7orf50;C7orf50;C7orf50,Body;Body;Body,,,TRUE,Unclassified_Cell_type_specific
cg13526040,0.29200565,0.000445215,0.045279869,11,NA,TNKS1BP1,TSS1500,chr11:57091614-57092831,S_Shore,NA,Promoter_Associated
cg23664775,0.971930827,0.000445215,0.045279869,3,NA,SLC25A36;SLC25A36,TSS1500;TSS1500,chr3:140660334-140661602,Island,NA,Promoter_Associated
cg11902278,0.329189613,0.00044525,0.045279869,10,NA,SVIL,5'UTR,,,TRUE,
cg21900928,-0.503110721,0.000445314,0.045279869,7,NA,CHN2,Body,,,TRUE,
cg00224886,0.304164079,0.000445876,0.045319422,2,NA,ANKRD20B,TSS1500,chr2:95522598-95524188,Island,NA,
cg11878182,-0.309995702,0.000445938,0.045319422,8,NA,ZNF706;ZNF706;ZNF706;ZNF706;ZNF706;ZNF706,5'UTR;5'UTR;1stExon;5'UTR;1stExon;1stExon,chr8:102217317-102218461,Island,NA,Promoter_Associated
cg23737062,0.38880286,0.000446211,0.045333964,15,NA,FBXL22,3'UTR,chr15:63892789-63893911,S_Shore,NA,Promoter_Associated
cg15768443,0.280063167,0.000446317,0.045333964,6,NA,KIAA1949;KIAA1949,Body;1stExon,chr6:30654392-30654934,N_Shelf,NA,Promoter_Associated
cg16148674,-0.223221231,0.000446436,0.045334165,11,NA,RRAS2;RRAS2,Body;TSS200,chr11:14379808-14380737,Island,NA,
cg01295999,-0.758909205,0.000446619,0.045337566,3,NA,NAALADL2,Body,,,TRUE,
cg02304226,-0.281148832,0.000446705,0.045337566,16,NA,,,,,NA,Promoter_Associated
cg15919561,0.260759177,0.000446939,0.045339242,9,NA,CRB2,Body,chr9:126129330-126129602,Island,TRUE,
cg01801182,-0.337727907,0.000446957,0.045339242,1,NA,,,chr1:46998632-46999249,Island,TRUE,Unclassified
cg03869495,0.533317514,0.000447232,0.045339548,13,NA,ATP11A;ATP11A,Body;Body,chr13:113492486-113492836,N_Shore,NA,Gene_Associated_Cell_type_specific
cg02346970,-0.404471054,0.000447297,0.045339548,5,NA,PDZD2,Body,chr5:31855003-31855426,Island,TRUE,
cg09123773,-0.464380158,0.000447598,0.045339548,16,NA,SIAH1,TSS1500,chr16:48418902-48419901,Island,NA,
cg19552441,0.738035522,0.000447624,0.045339548,22,NA,MICAL3,Body,chr22:18275679-18275922,Island,NA,Unclassified_Cell_type_specific
cg20309677,0.551723256,0.000447742,0.045339548,1,NA,ATP1A1;ATP1A1;ATP1A1,TSS1500;Body;Body,,,NA,
cg26274946,-0.203489303,0.000447888,0.045339548,10,NA,HTRA1,TSS200,chr10:124220338-124222240,Island,NA,
cg22934568,-0.278468536,0.000447961,0.045339548,3,NA,PRKAR2A,Body,chr3:48884503-48885406,Island,NA,Promoter_Associated
cg04921315,0.54939193,0.000448139,0.045339548,16,NA,,,,,NA,
cg00572843,-0.315053154,0.000448156,0.045339548,17,NA,MIR212,TSS1500,chr17:1952919-1962328,Island,NA,Unclassified_Cell_type_specific
cg12232308,0.314401161,0.000448197,0.045339548,6,NA,IER3;FLOT1,3'UTR;TSS1500,chr6:30710307-30712440,Island,NA,Promoter_Associated
cg08365438,0.5173432,0.000448255,0.045339548,10,NA,,,,,NA,
cg19283112,0.305511323,0.000448448,0.045347138,1,NA,PRDM2;PRDM2;PRDM2;PRDM2,Body;TSS1500;Body;Body,chr1:14075267-14076458,Island,NA,Promoter_Associated
cg09235583,0.545983581,0.000448604,0.045351025,6,NA,IER3;FLOT1,3'UTR;TSS1500,chr6:30710307-30712440,Island,NA,Promoter_Associated
cg07335806,-0.275140368,0.000448743,0.045353235,15,NA,LRRC28,TSS200,chr15:99791328-99792042,Island,NA,Promoter_Associated
cg12784241,-0.279101259,0.000449427,0.045410444,6,NA,SYNJ2,TSS1500,chr6:158402072-158403444,Island,NA,Promoter_Associated
cg14565725,-0.476276582,0.000449696,0.045425655,1,NA,TBX15;TBX15,1stExon;5'UTR,chr1:119531991-119532196,Island,TRUE,
cg05131483,-0.351949964,0.000450338,0.045447396,16,NA,ERN2,Body,,,TRUE,
cg25899024,-0.410450271,0.00045044,0.045447396,2,NA,C2orf76;DBI;DBI;DBI;DBI,TSS1500;5'UTR;Body;Body;1stExon,chr2:120124241-120125287,S_Shore,NA,
cg24742614,0.3491257,0.000450442,0.045447396,2,NA,KCNE4,Body,chr2:223917576-223918037,Island,NA,
cg10994314,-0.202959042,0.00045048,0.045447396,7,NA,AGK;AGK,1stExon;5'UTR,chr7:141251013-141251472,Island,NA,Promoter_Associated_Cell_type_specific
cg04369651,0.385978364,0.000450924,0.045447396,2,NA,MYT1L,Body,,,TRUE,Unclassified
cg11784830,-0.4536442,0.000450945,0.045447396,1,NA,,,chr1:150534075-150534301,Island,NA,Promoter_Associated
cg13632655,0.405523276,0.000450967,0.045447396,7,NA,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,,,NA,
cg02314514,0.328276748,0.000451215,0.045447396,16,NA,KIAA0556,Body,,,NA,Unclassified_Cell_type_specific
cg09694300,-0.460339157,0.000451315,0.045447396,3,NA,SCHIP1,Body,,,TRUE,
cg03170036,0.373546913,0.000451419,0.045447396,2,NA,,,,,TRUE,
cg20933634,-0.484456422,0.000451574,0.045447396,6,NA,,,,,TRUE,Unclassified
cg01490004,0.215402337,0.000451615,0.045447396,11,NA,SLC25A45;SLC25A45,Body;5'UTR,,,TRUE,Promoter_Associated
cg24769295,0.413970084,0.000451751,0.045447396,11,NA,MARK2;MARK2;MARK2;MARK2;MARK2,Body;Body;Body;Body;Body,chr11:63676319-63676649,Island,NA,
cg15299233,0.425153306,0.000451892,0.045447396,15,NA,SCAMP2,Body,chr15:75165373-75165903,N_Shelf,NA,
cg09462576,0.404294787,0.000451893,0.045447396,1,TRUE,MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,chr1:228296787-228297276,S_Shore,NA,Promoter_Associated
cg13449257,-0.705615926,0.000452165,0.045447396,9,NA,,,chr9:137356381-137358802,N_Shore,NA,
cg12225526,0.419203986,0.000452176,0.045447396,10,NA,,,chr10:21797632-21799341,N_Shore,NA,
cg00094319,0.362134158,0.000452193,0.045447396,13,TRUE,PABPC3,1stExon,chr13:25670041-25670531,Island,NA,
cg02224845,-0.230767267,0.000452427,0.045447396,7,NA,EPHA1,TSS200,,,TRUE,Unclassified
cg27578726,-0.324529655,0.000452495,0.045447396,20,NA,C20orf166;C20orf200,5'UTR;TSS200,chr20:61148081-61148990,Island,NA,Unclassified_Cell_type_specific
cg05888362,0.457565359,0.000452654,0.045447396,17,NA,CYTSB;CYTSB,Body;Body,,,NA,
cg06571559,-0.320985129,0.000452658,0.045447396,10,NA,DIP2C,Body,chr10:669070-669336,S_Shore,TRUE,
cg25953930,-0.638815247,0.000452674,0.045447396,6,NA,,,,,TRUE,
cg15713801,-0.341457402,0.00045288,0.045447396,6,NA,,,,,NA,
cg16104450,0.348899387,0.000452885,0.045447396,1,NA,SDCCAG8,Body,chr1:243646394-243646888,N_Shore,TRUE,Unclassified_Cell_type_specific
cg05471881,-0.376041839,0.000453072,0.045447396,13,NA,,,,,TRUE,
cg17313153,0.440826707,0.000453097,0.045447396,5,NA,,,chr5:134734096-134735261,S_Shelf,NA,
cg01998808,0.3206833,0.000453724,0.045466787,16,NA,,,chr16:894644-895057,N_Shelf,NA,
cg16546017,-0.565218656,0.000453818,0.045466787,16,NA,XYLT1,Body,,,TRUE,
cg06366374,-0.372799597,0.000454045,0.045466787,6,NA,LOC285780,Body,chr6:6546370-6547230,N_Shelf,NA,
cg06101180,0.405169682,0.000454075,0.045466787,2,NA,NR4A2,Body,chr2:157185557-157186355,Island,NA,Unclassified_Cell_type_specific
cg15371541,-0.291152881,0.000454181,0.045466787,11,NA,FGF4,TSS1500,chr11:69588826-69590546,Island,NA,
cg18098065,0.606043997,0.00045434,0.045466787,8,NA,,,chr8:1764328-1765171,S_Shore,TRUE,Unclassified_Cell_type_specific
cg19529146,-0.45741951,0.000454428,0.045466787,13,NA,,,,,NA,Unclassified
cg13191352,0.367437688,0.000454445,0.045466787,10,NA,,,,,NA,
cg18457731,0.44080045,0.000454474,0.045466787,8,NA,COL22A1,Body,,,NA,
cg25290657,-0.353433396,0.000454487,0.045466787,19,NA,HAUS8;MYO9B;MYO9B;HAUS8,TSS200;TSS200;TSS200;TSS200,chr19:17186043-17187233,Island,NA,Promoter_Associated
cg00430287,-0.617160637,0.000454589,0.045466787,6,TRUE,FRK,TSS1500,,,NA,
cg18794364,-0.539740388,0.000454828,0.045472618,6,NA,BAT3;BAT3;BAT3;BAT3,Body;Body;Body;Body,chr6:31619856-31620525,N_Shelf,NA,
cg22112476,-0.47249652,0.00045498,0.045472618,4,NA,SLBP,TSS1500,chr4:1713267-1714980,Island,NA,Promoter_Associated
cg09134794,0.750434631,0.000455131,0.045472618,7,NA,EN2,Body,chr7:155246390-155251955,S_Shore,TRUE,
cg11309237,-0.4540225,0.000455328,0.045472618,5,NA,,,,,TRUE,
cg15316734,0.309258753,0.000455397,0.045472618,12,NA,IFFO1;IFFO1;IFFO1,Body;1stExon;Body,chr12:6657727-6657973,Island,TRUE,
cg00534380,0.397918714,0.000455467,0.045472618,2,NA,TBC1D8,Body,chr2:101767042-101768259,N_Shore,NA,
cg11827998,0.450128522,0.000455473,0.045472618,14,NA,TMEM121,Body,chr14:105992499-105996414,Island,NA,
cg01328949,-0.313891774,0.000455869,0.045500358,1,NA,SLC16A1;SLC16A1,TSS1500;TSS1500,chr1:113497986-113498206,S_Shore,NA,Promoter_Associated
cg18844145,0.540792456,0.000456129,0.045514449,5,NA,,,chr5:3324644-3324973,N_Shelf,NA,
cg18512963,-0.453262492,0.000456468,0.045529552,3,NA,CPNE4,Body,,,TRUE,
cg20221591,0.750276569,0.000456517,0.045529552,2,NA,MYEOV2;MYEOV2,TSS1500;TSS1500,chr2:241075403-241075916,S_Shore,NA,
cg22232327,-0.341419929,0.000457013,0.045563806,18,NA,,,chr18:53447074-53447842,Island,NA,
cg04522310,0.618441894,0.000457097,0.045563806,16,NA,,,,,TRUE,Promoter_Associated
cg05815958,-0.405231583,0.000457271,0.045565927,11,NA,MARK2;MARK2;MARK2;MARK2;MARK2;MARK2;MARK2;MARK2,5'UTR;5'UTR;1stExon;5'UTR;1stExon;1stExon;5'UTR;1stExon,chr11:63606114-63607474,Island,NA,Promoter_Associated
cg19450111,0.536385121,0.000457355,0.045565927,14,NA,BCL11B;BCL11B,Body;Body,,,TRUE,Promoter_Associated_Cell_type_specific
cg07248242,-0.366169295,0.000457615,0.045580107,12,NA,TSPAN9;TSPAN9,5'UTR;5'UTR,,,NA,
cg25233302,0.618248585,0.000457778,0.045584556,10,NA,C10orf47,Body,chr10:11911554-11912432,Island,NA,
cg10032110,0.94334236,0.000458017,0.045596536,7,NA,,,,,NA,
cg11679673,0.257944453,0.000458418,0.045624632,17,NA,COIL,3'UTR,,,NA,
cg18187593,-0.374548188,0.000458594,0.045630352,6,NA,DAXX;DAXX;DAXX;DAXX,TSS200;TSS200;TSS200;TSS200,chr6:33290370-33291087,Island,NA,Promoter_Associated
cg13504434,0.434295607,0.000458778,0.04563122,12,NA,CABP1;CABP1;CABP1,TSS200;TSS200;Body,,,NA,
cg05448032,0.431674527,0.000458839,0.04563122,11,NA,,,,,TRUE,
cg07931391,0.923581915,0.00045928,0.045663308,13,NA,,,chr13:100608122-100609686,Island,TRUE,
cg24420726,0.707330565,0.000459413,0.045664718,19,NA,SIPA1L3,Body,chr19:38684166-38684411,Island,NA,
cg16118803,-0.388745704,0.000460042,0.045703181,6,NA,MOG;MOG;MOG;MOG;MOG;MOG;MOG;MOG;MOG;MOG;MOG,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,,,NA,
cg15105932,0.360139998,0.000460542,0.045703181,10,NA,,,,,NA,
cg16411445,0.421103648,0.000460561,0.045703181,21,NA,NCRNA00114,TSS1500,,,TRUE,
cg02949186,0.327359703,0.000460562,0.045703181,21,NA,MX2,TSS200,,,NA,Promoter_Associated
cg02445282,0.415554473,0.000460599,0.045703181,5,NA,TRIO,Body,,,NA,
cg00252529,0.431588347,0.000460627,0.045703181,4,NA,ARHGAP10,Body,,,TRUE,
cg21666367,0.427143769,0.000460631,0.045703181,8,NA,,,chr8:27449751-27450063,S_Shore,NA,Unclassified
cg17695145,0.376896489,0.000460836,0.045703902,4,NA,C4orf10;NOP14,Body;Body,,,NA,
cg18128976,-0.400149658,0.000460969,0.045703902,15,NA,,,,,TRUE,
cg04423209,0.224754888,0.000460994,0.045703902,2,NA,SH2D6,Body,chr2:85664694-85665055,N_Shore,NA,
cg27424741,-0.172630508,0.000461227,0.045715224,16,NA,LRRC29;LRRC29;LRRC29;TMEM208,TSS200;1stExon;5'UTR;TSS200,chr16:67260744-67261155,Island,NA,Promoter_Associated
cg16210355,0.495393672,0.00046159,0.04573948,13,NA,,,,,NA,Unclassified_Cell_type_specific
cg03182608,0.335755319,0.000461852,0.045753616,17,NA,,,chr17:81024122-81024360,N_Shelf,NA,
cg02957799,-0.297216976,0.000462152,0.045771596,19,NA,SIGLEC12;SIGLEC12,1stExon;Body,,,NA,
cg10846615,-0.348485831,0.0004624,0.045784396,2,NA,,,chr2:119599059-119599299,Island,NA,
