ID,Difference in M values (SZ - control),P.Value,adj.P.Val,CHR,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,Enhancer,Regulatory_Feature_Group
cg22688241,-0.528817068,5.27E-05,0.009504888,12,NA,KIAA0748;KIAA0748,5'UTR;5'UTR,,,NA,
cg22691776,-0.319232713,0.002334135,0.040330879,3,NA,NR2C2,5'UTR,,,TRUE,
cg22694548,-0.355808647,0.00176589,0.035562545,19,NA,ZNRF4,1stExon,chr19:5455481-5456262,Island,NA,
cg22697108,-0.379462612,0.000176492,0.014351802,5,NA,,,,,TRUE,
cg22698996,-0.291175537,0.000930925,0.026815238,1,NA,TMEM200B,5'UTR,chr1:29447699-29451847,Island,NA,
cg22699074,-0.318915284,0.001117333,0.029049622,1,NA,HES3;HES3,1stExon;5'UTR,chr1:6305148-6306463,N_Shore,NA,
cg22700215,0.317218036,0.003247353,0.047058306,3,NA,MAP4;MAP4;MAP4;MAP4,Body;TSS1500;Body;TSS1500,,,TRUE,
cg22700848,-0.211703065,0.00038004,0.0187515,12,NA,NCOR2;NCOR2,5'UTR;5'UTR,,,NA,
cg22701032,-0.400465682,0.000409488,0.01935085,2,NA,PCYOX1,TSS1500,chr2:70485231-70485679,N_Shore,NA,Promoter_Associated
cg22702772,-0.626736256,2.23E-05,0.007445737,3,NA,CELSR3,1stExon,chr3:48698335-48701667,Island,NA,
cg22703791,-0.182536537,0.000839693,0.025694795,19,NA,C19orf25,TSS1500,chr19:1478603-1479621,Island,NA,Promoter_Associated
cg22704399,0.364231692,0.002971672,0.04516182,7,NA,,,chr7:2758004-2758257,S_Shelf,NA,
cg22704696,-0.153077913,0.00326812,0.047191527,17,NA,PHOSPHO1;PHOSPHO1,Body;Body,chr17:47301545-47302477,Island,NA,Unclassified
cg22706147,0.343209109,0.002916367,0.044735594,19,NA,OPA3,3'UTR,chr19:46032304-46032855,N_Shore,TRUE,Unclassified
cg22711619,0.172826906,0.000935299,0.026867446,12,NA,,,,,NA,
cg22711811,0.190926019,0.001317066,0.031191623,19,NA,,,chr19:1260264-1261334,Island,NA,Promoter_Associated
cg22716151,-0.201256499,0.002031859,0.037968516,5,NA,,,chr5:535484-535814,N_Shelf,NA,
cg22719826,-0.434245019,0.003477111,0.048686737,7,NA,KIAA1324L;KIAA1324L;KIAA1324L,Body;Body;Body,,,NA,
cg22719833,0.593796459,0.001854145,0.036347967,5,NA,C5orf34,TSS1500,chr5:43515133-43515349,S_Shore,NA,Promoter_Associated_Cell_type_specific
cg22719871,0.262455879,0.00090805,0.026485049,11,NA,BRMS1;BRMS1;RIN1,3'UTR;Body;TSS1500,chr11:66102024-66102279,S_Shelf,NA,
cg22723143,0.358131741,0.001861169,0.036399523,1,NA,,,,,TRUE,
cg22723802,-0.208086299,0.003597358,0.049418486,7,NA,ASL;ASL;ASL;ASL,TSS1500;TSS1500;TSS1500;TSS1500,chr7:65540543-65541104,N_Shore,NA,
cg22725685,-0.456510871,0.001350607,0.031513237,4,NA,,,chr4:74809869-74810089,S_Shore,NA,
cg22725830,0.400535961,0.000626498,0.022808456,13,NA,,,,,NA,
cg22726373,0.340627926,0.00025495,0.016306097,15,NA,,,chr15:79051686-79051912,N_Shelf,NA,Unclassified
cg22727124,-0.294402285,0.000117941,0.0124717,15,NA,,,,,TRUE,Unclassified
cg22727810,-0.5094928,0.000146136,0.0134037,1,NA,,,,,TRUE,
cg22731190,0.248881399,0.001172681,0.029670068,9,NA,ADAMTSL2;ADAMTSL2,Body;Body,chr9:136427544-136428142,Island,NA,
cg22733648,-0.15883589,0.001827752,0.036129559,1,NA,,,chr1:6301695-6302856,Island,NA,Unclassified_Cell_type_specific
cg22734058,0.509976033,3.99E-05,0.008796458,2,NA,LRRFIP1,Body,,,NA,
cg22740895,0.453058972,0.00034116,0.018008903,8,NA,MYOM2,Body,,,NA,
cg22745781,-0.15196462,0.000754909,0.024597045,7,NA,ISPD;ISPD,TSS1500;TSS1500,chr7:16460778-16461265,Island,TRUE,Promoter_Associated_Cell_type_specific
cg22746789,0.283730905,0.000841428,0.025710625,19,NA,GNG7,5'UTR,chr19:2578956-2579746,Island,TRUE,Unclassified_Cell_type_specific
cg22747142,0.24116855,4.60E-05,0.009059038,11,NA,SLC25A22,5'UTR,chr11:797640-798544,N_Shelf,NA,
cg22747746,-0.255736809,0.001382252,0.031824579,8,NA,NKX2-6,TSS1500,chr8:23562475-23565175,Island,TRUE,
cg22748815,0.38445353,0.000503453,0.020921823,7,NA,PILRB;PILRB;PILRB,3'UTR;3'UTR;3'UTR,,,NA,
cg22751954,-0.380632568,0.001244158,0.030458759,6,NA,,,,,TRUE,
cg22752827,0.328527528,0.002519223,0.041773204,6,NA,C6orf182;C6orf182,TSS1500;5'UTR,,,NA,
cg22753611,0.234710431,0.003002384,0.045381558,6,NA,CAP2,Body,,,TRUE,
cg22755008,-0.405178108,0.000755679,0.024597045,11,NA,HCCA2,Body,chr11:1715347-1715607,Island,TRUE,Unclassified_Cell_type_specific
cg22759265,0.3832988,0.000191344,0.014709892,2,NA,MRPL33;MRPL33,Body;Body,chr2:27994470-27994944,S_Shelf,NA,
cg22761077,-0.332667097,0.003249444,0.047069415,19,NA,ELANE,TSS1500,chr19:852855-853495,N_Shore,TRUE,Unclassified
cg22761176,-0.27936602,0.003352209,0.047798766,2,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg22761205,0.2803258,9.58E-05,0.01162176,11,NA,PTDSS2,Body,chr11:459088-459345,N_Shore,NA,Unclassified_Cell_type_specific
cg22762189,0.45492959,1.30E-05,0.006398757,2,NA,MSGN1,TSS1500,,,NA,
cg22762615,-0.521062341,0.000770421,0.024727412,10,NA,FGFR2;FGFR2;FGFR2;FGFR2;FGFR2,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,chr10:123356616-123358285,Island,NA,Unclassified_Cell_type_specific
cg22764421,0.330338249,0.002666157,0.042903526,17,NA,MGAT5B;MGAT5B,Body;Body,,,NA,
cg22767754,-0.185714198,0.002435953,0.04113864,4,NA,NIPAL1,3'UTR,,,NA,
cg22768273,0.185900098,0.001108047,0.028949292,4,NA,,,,,NA,
cg22772698,0.130953421,0.00245609,0.041277008,20,TRUE,ZBP1;ZBP1;ZBP1;ZBP1,TSS1500;TSS1500;TSS1500;TSS1500,,,NA,
cg22772747,-0.354366537,0.002483871,0.041479604,7,NA,HOXA3,5'UTR,chr7:27162087-27162426,S_Shore,TRUE,
cg22773914,-0.163164153,0.002109265,0.038579871,20,NA,HM13;HM13;HM13;HM13,TSS200;TSS200;TSS200;TSS200,chr20:30102057-30102856,Island,NA,Promoter_Associated
cg22774211,-0.242872501,0.000510288,0.021057434,1,NA,ADAM30;ADAM30,1stExon;5'UTR,chr1:120439013-120439220,Island,NA,
cg22776856,0.273332321,0.000205085,0.014999054,16,NA,THOC6;THOC6,TSS1500;TSS1500,chr16:3073686-3074443,N_Shore,TRUE,Unclassified_Cell_type_specific
cg22777309,-0.137165869,0.000843731,0.025744336,6,NA,SCUBE3,1stExon,chr6:35181095-35182547,Island,NA,Unclassified_Cell_type_specific
cg22779651,-0.336437367,0.002589159,0.042321441,4,NA,C4orf43,TSS1500,chr4:164415409-164416186,N_Shore,NA,
cg22779845,0.253501424,0.000506979,0.020988628,5,NA,,,,,TRUE,
cg22782017,0.313376566,2.00E-05,0.007296195,6,NA,,,,,NA,
cg22782873,0.41667558,0.002066597,0.038229835,19,NA,YJEFN3,TSS200,chr19:19639552-19639788,Island,NA,
cg22785554,0.40640026,0.001090001,0.028763396,1,NA,RCC2;RCC2,Body;Body,,,NA,
cg22787191,0.23042238,0.002436374,0.04113864,1,NA,KIF26B,Body,,,NA,
cg22788065,-0.367969018,0.000224024,0.01549805,13,NA,,,,,TRUE,
cg22791453,-0.194656022,0.000840414,0.025703323,9,TRUE,ASS1;ASS1,TSS200;TSS200,chr9:133319864-133320810,Island,NA,Unclassified_Cell_type_specific
cg22792063,0.512347928,0.001739811,0.035317647,14,NA,ABHD4,Body,chr14:23067443-23067773,Island,NA,Promoter_Associated
cg22793142,0.572456683,0.000240576,0.015968899,1,NA,LOC148696,Body,,,TRUE,Unclassified_Cell_type_specific
cg22796509,-0.247073438,0.001135693,0.029256063,3,NA,ZIC4;ZIC4;ZIC4;ZIC4;ZIC4,Body;TSS200;TSS200;Body;Body,chr3:147108511-147111703,Island,TRUE,
cg22796593,-0.53606108,0.000896379,0.026341519,10,NA,COL17A1,Body,,,TRUE,
cg22797182,0.201526938,0.003455713,0.048538391,22,NA,RBM9;RBM9;RBM9;RBM9;RBM9;RBM9,Body;Body;Body;Body;Body;Body,,,TRUE,
cg22797735,-0.338206512,0.000510373,0.021057637,12,NA,TBX3;TBX3,TSS200;TSS200,chr12:115120774-115122945,Island,NA,Unclassified
cg22803410,-0.209205585,0.002694179,0.043108195,20,NA,LOC100127888;SLCO4A1,TSS200;Body,,,NA,
cg22804418,-0.323530668,0.000132411,0.012994024,4,NA,WHSC1;WHSC1;WHSC1;WHSC1,3'UTR;3'UTR;3'UTR;3'UTR,chr4:1980580-1980834,S_Shore,NA,
cg22807681,-0.222953748,0.001098048,0.028859818,5,NA,,,,,TRUE,
cg22808351,-0.277885937,0.002911079,0.044699573,1,NA,SH2D2A;SH2D2A;SH2D2A;SH2D2A;SH2D2A,Body;Body;Body;Body;Body,chr1:156783523-156784037,Island,NA,Promoter_Associated
cg22809017,0.220709251,0.000719906,0.024092218,5,NA,FAM196B;DOCK2,5'UTR;Body,,,TRUE,
cg22809856,-0.479878298,0.000942296,0.026945163,8,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg22809920,0.394816371,0.000368896,0.018544777,20,NA,RBPJL;MATN4;MATN4;RBPJL;MATN4,1stExon;5'UTR;5'UTR;5'UTR;5'UTR,chr20:43935199-43935633,Island,NA,
cg22822890,0.15615791,0.001694528,0.034895125,4,NA,,,,,NA,
cg22825202,-0.361153747,0.00035877,0.018322408,14,NA,POMT2,Body,,,NA,Unclassified
cg22826986,-0.554569822,0.000649904,0.023145144,8,NA,BLK,TSS200,,,NA,
cg22827060,-0.207400609,0.001138364,0.029296418,13,NA,UBL3;UBL3,1stExon;5'UTR,chr13:30423921-30424941,Island,NA,Promoter_Associated
cg22827250,-0.418624737,4.47E-05,0.008975175,5,NA,PITX1,3'UTR,chr5:134363092-134365146,Island,TRUE,Unclassified_Cell_type_specific
cg22828900,-0.169894434,0.001161331,0.029536881,12,NA,NTN4,TSS1500,chr12:96183873-96185199,Island,NA,Unclassified
cg22833127,0.131463521,0.002433754,0.041122619,15,NA,,,chr15:82916677-82916976,N_Shore,NA,
cg22834998,-0.379126898,0.002195805,0.039365432,5,NA,STC2;STC2,5'UTR;1stExon,chr5:172754056-172757098,Island,NA,Unclassified
cg22837321,-0.328570919,0.000599853,0.022362931,15,NA,,,,,NA,
cg22838050,0.285422648,0.000559629,0.021813693,19,NA,MED16,Body,chr19:870774-871318,S_Shore,TRUE,Unclassified
cg22841079,0.41828257,0.000767611,0.024693918,3,NA,VGLL4;VGLL4;VGLL4,Body;Body;Body,,,TRUE,
cg22841810,-0.765848947,0.000432203,0.019793601,8,NA,EBF2,1stExon,chr8:25900562-25905842,Island,NA,
cg22842860,-0.354733494,0.000748044,0.02452698,11,NA,,,chr11:113345068-113346328,S_Shore,NA,
cg22843395,-0.145444433,0.001421305,0.032198304,14,NA,TRAPPC6B;TRAPPC6B,TSS200;TSS200,chr14:39639364-39639635,S_Shore,NA,Promoter_Associated
cg22844232,-0.308292159,1.29E-05,0.006385693,3,NA,,,chr3:193776091-193776308,N_Shore,NA,Unclassified_Cell_type_specific
cg22845912,0.371864357,0.00083263,0.02560104,8,NA,SLA;TG;SLA;SLA,Body;Body;Body;Body,,,TRUE,
cg22846510,-0.453867567,0.000771526,0.024727412,7,NA,SEMA3A,Body,,,TRUE,
cg22846966,0.300918406,0.00280765,0.043950813,6,NA,TULP4;TULP4,Body;Body,,,NA,
cg22849635,-0.307064901,0.000107599,0.012088681,17,NA,GUCY2D,Body,chr17:7909709-7910041,S_Shore,NA,
cg22850304,-0.179883786,0.002874028,0.044483243,1,NA,RRAGC,TSS1500,chr1:39324815-39325721,Island,NA,Promoter_Associated
cg22851420,-0.395359441,0.00039997,0.01914373,1,NA,HPCAL4,Body,chr1:40149431-40150013,Island,NA,Unclassified_Cell_type_specific
cg22851557,-0.172905502,0.003081695,0.045909914,1,NA,PRDM16;PRDM16,Body;Body,chr1:3038067-3038343,Island,NA,
cg22852013,0.174248997,0.000282738,0.016811927,1,NA,FAM131C,TSS1500,chr1:16399648-16400072,S_Shore,NA,Unclassified
cg22852134,0.225011624,0.001349379,0.031512847,11,NA,LOC100133315,Body,,,NA,
cg22853371,0.499350826,0.003396296,0.048108973,10,NA,,,,,NA,Unclassified_Cell_type_specific
cg22853516,0.29607477,0.003228094,0.046895888,2,NA,,,chr2:241262311-241262759,S_Shore,NA,
cg22854223,-0.344723977,0.00124158,0.030432093,11,TRUE,CD82;CD82,TSS1500;TSS1500,chr11:44586602-44587404,N_Shore,NA,Promoter_Associated
cg22855405,-0.228585883,0.000662806,0.023351485,1,TRUE,TINAGL1,TSS200,,,TRUE,
cg22855764,-0.457782073,0.000832025,0.025597099,2,NA,TANC1;TANC1,5'UTR;5'UTR,,,TRUE,
cg22856496,-0.266677431,0.001447865,0.032426837,12,NA,ITGA7,TSS1500,chr12:56109798-56110298,N_Shelf,NA,
cg22857947,0.258072103,0.001719276,0.035142834,19,NA,PRKACA;PRKACA,TSS200;Body,chr19:14228461-14229264,N_Shelf,NA,
cg22859061,-0.503013176,0.001419327,0.032176378,5,NA,SCGB3A1,TSS200,chr5:180017099-180019062,Island,TRUE,Unclassified_Cell_type_specific
cg22865058,-0.197949299,0.00102956,0.028044473,11,NA,CDKN1C;CDKN1C;CDKN1C,Body;1stExon;Body,chr11:2905023-2907024,Island,NA,
cg22865176,0.371296865,0.002840835,0.044216548,2,NA,MYT1L,5'UTR,,,TRUE,
cg22865562,-0.196162806,0.002018965,0.037867965,11,NA,,,chr11:17740789-17743779,N_Shelf,NA,
cg22869025,-0.197317072,0.001248327,0.030501586,20,NA,ACSS1,Body,chr20:25037707-25039211,Island,TRUE,
cg22869567,-0.219616619,0.00045254,0.020123131,12,NA,,,,,TRUE,
cg22870710,-0.396574564,0.00026647,0.016552468,4,NA,,,chr4:128702830-128704215,N_Shelf,NA,
cg22871566,0.24406807,0.001284123,0.030899977,12,NA,AEBP2;AEBP2,Body;Body,,,TRUE,
cg22871801,0.285399658,0.000736279,0.024327683,1,NA,IFFO2,Body,,,NA,
cg22872478,0.320297596,0.001230717,0.030345362,15,NA,LYSMD2;LYSMD2,5'UTR;TSS1500,chr15:52029230-52030135,S_Shore,NA,
cg22872906,-0.337092613,0.001504606,0.032970341,4,NA,LOC285419;LOC285419,Body;TSS1500,,,NA,Unclassified_Cell_type_specific
cg22873177,-0.166900446,0.000288551,0.016917844,1,NA,URB2;TAF5L;TAF5L,TSS1500;5'UTR;5'UTR,chr1:229761128-229762299,Island,NA,Promoter_Associated
cg22874560,-0.192362021,0.002466402,0.041344263,6,TRUE,TMEM217;TBC1D22B;TMEM217;TMEM217;TMEM217,1stExon;TSS200;5'UTR;1stExon;5'UTR,chr6:37225358-37225700,Island,NA,Promoter_Associated
cg22874802,0.234788904,0.001395848,0.031978038,1,NA,EPHA2,Body,chr1:16481484-16482782,N_Shelf,NA,Unclassified_Cell_type_specific
cg22875527,0.465545936,0.000559631,0.021813693,1,NA,PGBD5,Body,chr1:230492716-230492945,Island,NA,
cg22875823,0.459653205,0.000329485,0.017818124,6,NA,SYNGAP1,Body,,,TRUE,
cg22876812,-0.227687341,0.001974081,0.037432064,2,NA,,,chr2:71115927-71116412,Island,NA,
cg22879667,-0.393460685,9.60E-05,0.011622642,4,NA,,,chr4:4868440-4869173,Island,TRUE,
cg22881174,-0.197709655,0.001266051,0.030697244,10,NA,SFMBT2,5'UTR,chr10:7449376-7455339,Island,NA,
cg22881247,-0.173477113,0.002496782,0.041580566,15,NA,LRRK1,5'UTR,chr15:101458286-101460223,Island,NA,Unclassified
cg22881914,-0.341094242,4.55E-05,0.008998178,14,TRUE,NID2,TSS1500,chr14:52534581-52536722,Island,NA,Unclassified
cg22884674,-0.32376766,0.002078614,0.038310645,14,NA,PPP2R5E,Body,,,TRUE,
cg22885777,-0.147397782,0.003047699,0.04570967,19,NA,,,chr19:15947230-15947926,Island,NA,Promoter_Associated
cg22888718,0.329407707,0.002733514,0.043410367,3,NA,PLXNA1,Body,,,TRUE,Unclassified_Cell_type_specific
cg22889887,0.359595465,1.92E-05,0.007204517,11,NA,,,,,TRUE,
cg22891600,-0.332367831,0.001671714,0.034702806,2,NA,,,,,TRUE,
cg22893494,0.424645177,7.64E-05,0.010712053,3,NA,ACPL2;ACPL2,5'UTR;5'UTR,chr3:140949911-140950963,S_Shore,NA,
cg22894896,-0.467002183,2.90E-05,0.007893451,17,NA,MIR193A,TSS200,chr17:29885900-29887377,Island,NA,
cg22897130,-0.210617896,0.000775797,0.024799349,10,NA,PAPSS2;PAPSS2;PAPSS2;PAPSS2,1stExon;1stExon;5'UTR;5'UTR,chr10:89419346-89420027,Island,NA,Unclassified_Cell_type_specific
cg22898797,-0.25374219,0.000802958,0.025148589,10,NA,,,chr10:102484200-102484476,Island,NA,Unclassified_Cell_type_specific
cg22900229,-0.394926898,0.000144517,0.013351519,2,NA,POMC;POMC,TSS1500;TSS1500,chr2:25391072-25391875,Island,NA,Unclassified_Cell_type_specific
cg22902177,-0.535670905,0.001762089,0.03551171,3,NA,PLXND1,1stExon,chr3:129323915-129325332,Island,TRUE,
cg22904737,0.25466487,0.000662957,0.02335373,17,NA,SRCIN1,Body,chr17:36734659-36735246,Island,TRUE,Unclassified_Cell_type_specific
cg22906709,0.345567434,0.002106806,0.038565889,13,NA,RASA3,Body,,,NA,
cg22912331,0.371371457,0.000167481,0.014151092,14,NA,JPH4;JPH4,Body;Body,chr14:24044886-24046760,N_Shelf,NA,
cg22913996,-0.284439022,0.000814736,0.025327709,12,NA,,,,,NA,
cg22914762,0.167783139,0.000553153,0.021740581,4,NA,MIR1973,Body,,,NA,
cg22914897,0.24235021,0.00203777,0.03803168,19,NA,MZF1;MZF1;LOC100131691,3'UTR;3'UTR;Body,chr19:59073413-59074755,Island,NA,
cg22916722,-0.681023813,0.00017837,0.014428589,14,NA,,,chr14:76604999-76605268,Island,NA,
cg22918560,0.482953523,1.02E-05,0.006089575,10,NA,,,,,NA,
cg22920873,-0.538948589,2.04E-06,0.0042033,7,TRUE,C7orf55,TSS1500,chr7:139024930-139026298,Island,NA,NonGene_Associated
cg22923154,-0.553158917,0.000941801,0.026945163,2,NA,FMNL2,Body,,,TRUE,
cg22923487,0.260251146,0.000864588,0.025946727,2,NA,KYNU;KYNU,Body;Body,,,NA,
cg22923895,-0.316812237,0.000681569,0.023590136,7,NA,EMID2,Body,,,TRUE,
cg22926923,-0.470706773,0.002695025,0.043111562,14,NA,,,chr14:102053868-102054163,Island,NA,
cg22931182,-0.262290232,0.001654066,0.03452017,11,NA,ALX4;ALX4,5'UTR;1stExon,chr11:44330542-44331761,Island,TRUE,
cg22933646,0.36258288,0.001465712,0.032580117,11,NA,EEF1G,TSS1500,chr11:62341228-62341695,S_Shore,NA,Promoter_Associated
cg22934568,-0.197367158,0.001653194,0.034504692,3,NA,PRKAR2A,Body,chr3:48884503-48885406,Island,NA,Promoter_Associated
cg22934878,0.302624426,0.002070844,0.038255642,15,NA,PAR-SN;SNORD107,TSS200;TSS200,,,NA,
cg22937882,-0.339293977,0.00355899,0.049129282,5,NA,AHRR;LOC100310782,Body;TSS1500,,,NA,
cg22938488,0.177353747,0.003011782,0.045453441,5,NA,LPCAT1,Body,,,NA,
cg22939802,-0.144737546,0.001502587,0.032958789,11,NA,SCN4B;SCN4B,TSS1500;TSS1500,chr11:118023352-118024194,Island,NA,Unclassified_Cell_type_specific
cg22941178,-0.304703145,0.000128962,0.012917993,21,NA,LOC284837,TSS1500,,,TRUE,
cg22942210,0.198315737,0.001825082,0.036100865,14,NA,,,chr14:69658127-69658773,N_Shelf,NA,
cg22947748,-0.148164311,0.001296034,0.031010387,6,NA,,,chr6:100051018-100051972,Island,TRUE,
cg22949732,-0.303460175,0.003492899,0.048743332,3,NA,NUP210,3'UTR,,,NA,Gene_Associated_Cell_type_specific
cg22950111,-0.573756958,0.000341636,0.018014316,1,NA,SDCCAG8;AKT3,Body;3'UTR,chr1:243652413-243652763,N_Shore,NA,
cg22951411,-0.285860921,0.000571222,0.021978889,19,NA,,,chr19:57375842-57376422,N_Shore,NA,
cg22952787,0.645481252,0.000839886,0.025694795,13,NA,CLN5,Body,chr13:77566089-77566599,S_Shore,NA,
cg22954265,0.178686547,0.002125069,0.038702114,20,TRUE,,,,,NA,
cg22954906,-0.395120366,0.002468406,0.041369818,13,NA,LOC121952,TSS1500,,,TRUE,
cg22958090,-0.406893808,0.000195709,0.014834668,12,NA,KRT7,Body,chr12:52626793-52627577,Island,NA,Unclassified_Cell_type_specific
cg22959820,-0.288599801,0.000173098,0.014241704,11,NA,SNX32,TSS1500,chr11:65601069-65601551,Island,NA,Promoter_Associated
cg22960952,-0.24973386,0.003481235,0.048699479,4,TRUE,C4orf26,TSS200,,,NA,
cg22963382,-0.407484862,0.00091011,0.026511363,11,NA,,,chr11:113906920-113907332,Island,NA,Unclassified
cg22963652,-0.184251692,0.000477645,0.020486028,10,NA,,,chr10:102982302-102983600,N_Shore,NA,Unclassified_Cell_type_specific
cg22964775,0.217417773,9.84E-06,0.006015089,4,NA,LPHN3,TSS1500,,,NA,
cg22967106,0.323150861,1.71E-05,0.007001885,6,NA,,,,,NA,
cg22969669,-0.369696745,6.87E-05,0.010430873,19,NA,GATAD2A,Body,chr19:19611938-19612307,S_Shore,NA,
cg22971216,-0.576132273,0.001848001,0.036291837,2,NA,,,,,TRUE,
cg22972972,-0.273994631,0.000356562,0.018290388,6,NA,ULBP1,TSS200,chr6:150284682-150286515,Island,NA,Unclassified
cg22975244,0.269248448,3.74E-05,0.008554866,7,NA,,,chr7:66368772-66369612,Island,NA,
cg22976120,0.186443942,0.001848972,0.036300157,11,NA,PTPRJ;PTPRJ,Body;Body,,,TRUE,
cg22978378,0.384499928,6.00E-05,0.009939578,11,NA,THY1,TSS200,chr11:119292689-119292891,S_Shore,NA,
cg22978915,-0.183854704,0.000632741,0.022905602,21,NA,COL18A1,Body,chr21:46850573-46850841,N_Shore,TRUE,
cg22979996,0.204049141,0.001915087,0.0368749,6,NA,,,,,NA,
cg22980697,0.500703411,0.000303903,0.017231525,10,NA,CUBN,Body,,,TRUE,
cg22981104,-0.473539044,0.002074319,0.038265945,8,NA,,,,,NA,Unclassified_Cell_type_specific
cg22981736,-0.334515285,0.003553715,0.049088427,15,NA,MTMR10,TSS1500,chr15:31283404-31284414,Island,NA,
cg22984902,0.187065606,0.001735528,0.035306174,4,NA,,,,,TRUE,
cg22987011,-0.408114473,0.002205711,0.039417961,5,NA,IQGAP2,Body,,,TRUE,
cg22990129,0.326878546,0.002430872,0.041111005,17,NA,TBCD,Body,chr17:80856874-80857352,S_Shore,TRUE,
cg22990871,0.280170741,0.003425199,0.04833513,21,NA,,,chr21:43373135-43374062,S_Shelf,TRUE,
cg22992730,0.575309689,0.001229943,0.030334724,19,NA,,,chr19:4785250-4785490,N_Shore,NA,
cg22994272,0.273507301,0.000755319,0.024597045,14,NA,,,,,NA,Unclassified_Cell_type_specific
cg22994830,0.384625133,0.000405266,0.019263883,7,NA,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,Body;Body;Body;Body;Body;Body,,,NA,Promoter_Associated_Cell_type_specific
cg22995176,-0.457044637,3.18E-07,0.002934679,7,TRUE,UPK3B;UPK3B,TSS1500;TSS1500,,,NA,
cg22997124,-0.226864856,8.49E-05,0.011144543,22,NA,SLC2A11;SLC2A11;SLC2A11,Body;TSS200;Body,chr22:24199058-24200206,Island,NA,Promoter_Associated
cg22997262,0.457136743,0.000577935,0.022089471,22,NA,KIAA1671,Body,chr22:25507309-25507537,S_Shelf,NA,
cg22999525,0.348302613,0.001714002,0.035089124,2,NA,TP53I3;TP53I3,Body;Body,chr2:24298969-24299512,S_Shore,NA,
cg23000309,0.397601799,0.000685961,0.023639785,14,NA,FLRT2,5'UTR,,,NA,
cg23003872,0.118380888,0.002995778,0.045317872,3,NA,,,,,NA,
cg23004066,0.283454409,0.002077645,0.038300667,14,NA,HEATR4;ACOT1,5'UTR;TSS1500,chr14:74004122-74004683,N_Shore,NA,
cg23004960,-0.246854285,0.000771379,0.024727412,7,NA,MYL10,Body,,,TRUE,
cg23004985,-0.336012781,7.40E-05,0.010610267,15,NA,PDE8A;PDE8A,3'UTR;3'UTR,,,TRUE,
cg23005057,-0.353729436,0.0024373,0.04113864,2,NA,DPYSL5,3'UTR,,,TRUE,
cg23006133,-0.135997316,0.002333718,0.040327895,5,NA,ANKRD33B,TSS1500,chr5:10562816-10565680,Island,NA,Unclassified
cg23008718,-0.394768563,0.000317819,0.017577825,2,NA,,,,,NA,Unclassified_Cell_type_specific
cg23008871,-0.288077319,0.003257396,0.047119215,17,NA,,,chr17:45949676-45949885,Island,NA,
cg23009818,0.256596185,0.000492418,0.020709852,2,NA,DNMT3A;DNMT3A,Body;Body,chr2:25499763-25500429,Island,TRUE,Promoter_Associated
cg23014747,0.203444829,0.000596938,0.022330027,1,NA,TM2D1,TSS1500,chr1:62190647-62190942,S_Shore,NA,
cg23015920,0.340682534,0.003030097,0.045584845,1,NA,AJAP1;AJAP1,Body;Body,chr1:4832351-4832553,N_Shore,NA,
cg23015949,-0.376417018,0.001163574,0.029580728,19,NA,ZNF419;ZNF419;ZNF419;ZNF419;ZNF419;ZNF419;ZNF419,Body;Body;Body;Body;Body;Body;Body,chr19:57999025-57999613,Island,NA,
cg23016129,-0.268291194,0.003305923,0.047439359,10,NA,SPAG6;SPAG6,TSS200;TSS200,chr10:22634000-22634862,Island,NA,Unclassified_Cell_type_specific
cg23017002,-0.274687832,0.000773064,0.024734922,6,NA,,,,,TRUE,
cg23018063,-0.265800392,0.002433868,0.041122619,19,NA,KLK11;KLK11;KLK11;KLK11,TSS1500;TSS200;TSS1500;TSS200,chr19:51535218-51535475,N_Shelf,NA,
cg23018181,-0.269667899,0.000513946,0.021130399,12,NA,PLEKHA9;MIR1975;RNY5,5'UTR;TSS1500;TSS1500,,,NA,
cg23018448,0.378473247,0.001353768,0.031543647,19,TRUE,QTRT1,TSS1500,chr19:10812017-10812455,N_Shore,NA,Promoter_Associated
cg23021329,-0.218022523,0.00053998,0.021529105,3,NA,TLR9,Body,chr3:52255365-52255763,S_Shore,NA,Promoter_Associated_Cell_type_specific
cg23024158,-0.419160814,0.002332392,0.040325687,10,NA,C10orf11,Body,,,TRUE,
cg23028209,-0.289629101,0.003374503,0.047981414,12,NA,PLEKHA5;PLEKHA5,Body;Body,,,TRUE,
cg23029526,-0.280317939,0.000309146,0.017385918,1,NA,ECE1;ECE1;ECE1,TSS1500;TSS200;Body,chr1:21616380-21617101,Island,NA,
cg23030111,-0.555067056,4.96E-05,0.009327407,2,NA,,,chr2:182547873-182549177,Island,NA,Unclassified_Cell_type_specific
cg23031135,0.423142939,0.001804955,0.035919836,11,NA,MRGPRF;MRGPRF,5'UTR;5'UTR,chr11:68778569-68778851,S_Shore,NA,
cg23031141,-0.333362604,0.003238713,0.046988389,1,NA,OPTC,5'UTR,,,NA,
